id,wsc_lsid,originalName,family,genus,species,subspecies,trait,traitFullName,traitCategory,value,value_numeric,measure,sex,lifeStage,frequency,sampleSize,treatment,method,methodFullName,dateText,dateStart,dateEnd,note,location,decimalLatitude,decimalLongitude,altitude,verbatimLocality,countryCode,countryName,habitatVerbatim,microhabitatVerbatim,datasetName,datasetRestrictedAccess,reference,referenceFull,referenceDOI,rowLinks
241030,urn:lsid:nmbe.ch:spidersp:017583,Arctosa fulvolineata,Lycosidae,Arctosa,fulvolineata,,bodm,Body mass,Morphometry,0.0139,0.0139,Single observation,Female,Adult,,,,mor,Morphometry,May 2007,Tue May 01 2007 00:00:00 GMT+0200 (Central European Summer Time),Tue May 01 2007 00:00:00 GMT+0200 (Central European Summer Time),,MontSt-Michel Bay-vb8BmG0bZI,4.15,-2.3,,Mont St-Michel Bay,,,salt-marsh,,Pétillon et al. published lycosid traits,Free access,Puzin et al. 2011,"Puzin C, Acou A, Bonte D. & Pétillon J. 2011. Comparison of reproductive traits between two salt-marsh wolf spiders (Araneae, Lycosidae) under different habitat suitability conditions. Animal Biology 61: 127-138.",,5927
241031,urn:lsid:nmbe.ch:spidersp:017583,Arctosa fulvolineata,Lycosidae,Arctosa,fulvolineata,,bodm,Body mass,Morphometry,0.025,0.025,Single observation,Female,Adult,,,,mor,Morphometry,May 2007,Tue May 01 2007 00:00:00 GMT+0200 (Central European Summer Time),Tue May 01 2007 00:00:00 GMT+0200 (Central European Summer Time),,MontSt-Michel Bay-vb8BmG0bZI,4.15,-2.3,,Mont St-Michel Bay,,,salt-marsh,,Pétillon et al. published lycosid traits,Free access,Puzin et al. 2011,"Puzin C, Acou A, Bonte D. & Pétillon J. 2011. Comparison of reproductive traits between two salt-marsh wolf spiders (Araneae, Lycosidae) under different habitat suitability conditions. Animal Biology 61: 127-138.",,5930
241032,urn:lsid:nmbe.ch:spidersp:017583,Arctosa fulvolineata,Lycosidae,Arctosa,fulvolineata,,bodm,Body mass,Morphometry,0.0327,0.0327,Single observation,Female,Adult,,,,mor,Morphometry,May 2007,Tue May 01 2007 00:00:00 GMT+0200 (Central European Summer Time),Tue May 01 2007 00:00:00 GMT+0200 (Central European Summer Time),,MontSt-Michel Bay-vb8BmG0bZI,4.15,-2.3,,Mont St-Michel Bay,,,salt-marsh,,Pétillon et al. published lycosid traits,Free access,Puzin et al. 2011,"Puzin C, Acou A, Bonte D. & Pétillon J. 2011. Comparison of reproductive traits between two salt-marsh wolf spiders (Araneae, Lycosidae) under different habitat suitability conditions. Animal Biology 61: 127-138.",,5936
241033,urn:lsid:nmbe.ch:spidersp:017583,Arctosa fulvolineata,Lycosidae,Arctosa,fulvolineata,,bodm,Body mass,Morphometry,0.0196,0.0196,Single observation,Female,Adult,,,,mor,Morphometry,May 2007,Tue May 01 2007 00:00:00 GMT+0200 (Central European Summer Time),Tue May 01 2007 00:00:00 GMT+0200 (Central European Summer Time),,MontSt-Michel Bay-vb8BmG0bZI,4.15,-2.3,,Mont St-Michel Bay,,,salt-marsh,,Pétillon et al. published lycosid traits,Free access,Puzin et al. 2011,"Puzin C, Acou A, Bonte D. & Pétillon J. 2011. Comparison of reproductive traits between two salt-marsh wolf spiders (Araneae, Lycosidae) under different habitat suitability conditions. Animal Biology 61: 127-138.",,5939
241034,urn:lsid:nmbe.ch:spidersp:017583,Arctosa fulvolineata,Lycosidae,Arctosa,fulvolineata,,bodm,Body mass,Morphometry,0.0237,0.0237,Single observation,Female,Adult,,,,mor,Morphometry,May 2007,Tue May 01 2007 00:00:00 GMT+0200 (Central European Summer Time),Tue May 01 2007 00:00:00 GMT+0200 (Central European Summer Time),,MontSt-Michel Bay-vb8BmG0bZI,4.15,-2.3,,Mont St-Michel Bay,,,salt-marsh,,Pétillon et al. published lycosid traits,Free access,Puzin et al. 2011,"Puzin C, Acou A, Bonte D. & Pétillon J. 2011. Comparison of reproductive traits between two salt-marsh wolf spiders (Araneae, Lycosidae) under different habitat suitability conditions. Animal Biology 61: 127-138.",,5942
241035,urn:lsid:nmbe.ch:spidersp:017583,Arctosa fulvolineata,Lycosidae,Arctosa,fulvolineata,,bodm,Body mass,Morphometry,0.0296,0.0296,Single observation,Female,Adult,,,,mor,Morphometry,May 2007,Tue May 01 2007 00:00:00 GMT+0200 (Central European Summer Time),Tue May 01 2007 00:00:00 GMT+0200 (Central European Summer Time),,MontSt-Michel Bay-vb8BmG0bZI,4.15,-2.3,,Mont St-Michel Bay,,,salt-marsh,,Pétillon et al. published lycosid traits,Free access,Puzin et al. 2011,"Puzin C, Acou A, Bonte D. & Pétillon J. 2011. Comparison of reproductive traits between two salt-marsh wolf spiders (Araneae, Lycosidae) under different habitat suitability conditions. Animal Biology 61: 127-138.",,5945
241036,urn:lsid:nmbe.ch:spidersp:017583,Arctosa fulvolineata,Lycosidae,Arctosa,fulvolineata,,bodm,Body mass,Morphometry,0.0235,0.0235,Single observation,Female,Adult,,,,mor,Morphometry,May 2007,Tue May 01 2007 00:00:00 GMT+0200 (Central European Summer Time),Tue May 01 2007 00:00:00 GMT+0200 (Central European Summer Time),,MontSt-Michel Bay-vb8BmG0bZI,4.15,-2.3,,Mont St-Michel Bay,,,salt-marsh,,Pétillon et al. published lycosid traits,Free access,Puzin et al. 2011,"Puzin C, Acou A, Bonte D. & Pétillon J. 2011. Comparison of reproductive traits between two salt-marsh wolf spiders (Araneae, Lycosidae) under different habitat suitability conditions. Animal Biology 61: 127-138.",,5948
241037,urn:lsid:nmbe.ch:spidersp:017583,Arctosa fulvolineata,Lycosidae,Arctosa,fulvolineata,,bodm,Body mass,Morphometry,0.0157,0.0157,Single observation,Female,Adult,,,,mor,Morphometry,May 2007,Tue May 01 2007 00:00:00 GMT+0200 (Central European Summer Time),Tue May 01 2007 00:00:00 GMT+0200 (Central European Summer Time),,MontSt-Michel Bay-vb8BmG0bZI,4.15,-2.3,,Mont St-Michel Bay,,,salt-marsh,,Pétillon et al. published lycosid traits,Free access,Puzin et al. 2011,"Puzin C, Acou A, Bonte D. & Pétillon J. 2011. Comparison of reproductive traits between two salt-marsh wolf spiders (Araneae, Lycosidae) under different habitat suitability conditions. Animal Biology 61: 127-138.",,5951
241038,urn:lsid:nmbe.ch:spidersp:017583,Arctosa fulvolineata,Lycosidae,Arctosa,fulvolineata,,bodm,Body mass,Morphometry,0.0201,0.0201,Single observation,Female,Adult,,,,mor,Morphometry,May 2007,Tue May 01 2007 00:00:00 GMT+0200 (Central European Summer Time),Tue May 01 2007 00:00:00 GMT+0200 (Central European Summer Time),,MontSt-Michel Bay-vb8BmG0bZI,4.15,-2.3,,Mont St-Michel Bay,,,salt-marsh,,Pétillon et al. published lycosid traits,Free access,Puzin et al. 2011,"Puzin C, Acou A, Bonte D. & Pétillon J. 2011. Comparison of reproductive traits between two salt-marsh wolf spiders (Araneae, Lycosidae) under different habitat suitability conditions. Animal Biology 61: 127-138.",,5954
241039,urn:lsid:nmbe.ch:spidersp:017583,Arctosa fulvolineata,Lycosidae,Arctosa,fulvolineata,,bodm,Body mass,Morphometry,0.0361,0.0361,Single observation,Female,Adult,,,,mor,Morphometry,May 2007,Tue May 01 2007 00:00:00 GMT+0200 (Central European Summer Time),Tue May 01 2007 00:00:00 GMT+0200 (Central European Summer Time),,MontSt-Michel Bay-vb8BmG0bZI,4.15,-2.3,,Mont St-Michel Bay,,,salt-marsh,,Pétillon et al. published lycosid traits,Free access,Puzin et al. 2011,"Puzin C, Acou A, Bonte D. & Pétillon J. 2011. Comparison of reproductive traits between two salt-marsh wolf spiders (Araneae, Lycosidae) under different habitat suitability conditions. Animal Biology 61: 127-138.",,5957
241040,urn:lsid:nmbe.ch:spidersp:017583,Arctosa fulvolineata,Lycosidae,Arctosa,fulvolineata,,bodm,Body mass,Morphometry,0.0398,0.0398,Single observation,Female,Adult,,,,mor,Morphometry,May 2007,Tue May 01 2007 00:00:00 GMT+0200 (Central European Summer Time),Tue May 01 2007 00:00:00 GMT+0200 (Central European Summer Time),,MontSt-Michel Bay-vb8BmG0bZI,4.15,-2.3,,Mont St-Michel Bay,,,salt-marsh,,Pétillon et al. published lycosid traits,Free access,Puzin et al. 2011,"Puzin C, Acou A, Bonte D. & Pétillon J. 2011. Comparison of reproductive traits between two salt-marsh wolf spiders (Araneae, Lycosidae) under different habitat suitability conditions. Animal Biology 61: 127-138.",,5960
241041,urn:lsid:nmbe.ch:spidersp:017583,Arctosa fulvolineata,Lycosidae,Arctosa,fulvolineata,,bodm,Body mass,Morphometry,0.0264,0.0264,Single observation,Female,Adult,,,,mor,Morphometry,May 2007,Tue May 01 2007 00:00:00 GMT+0200 (Central European Summer Time),Tue May 01 2007 00:00:00 GMT+0200 (Central European Summer Time),,MontSt-Michel Bay-vb8BmG0bZI,4.15,-2.3,,Mont St-Michel Bay,,,salt-marsh,,Pétillon et al. published lycosid traits,Free access,Puzin et al. 2011,"Puzin C, Acou A, Bonte D. & Pétillon J. 2011. Comparison of reproductive traits between two salt-marsh wolf spiders (Araneae, Lycosidae) under different habitat suitability conditions. Animal Biology 61: 127-138.",,5963
241042,urn:lsid:nmbe.ch:spidersp:017583,Arctosa fulvolineata,Lycosidae,Arctosa,fulvolineata,,bodm,Body mass,Morphometry,0.0204,0.0204,Single observation,Female,Adult,,,,mor,Morphometry,May 2007,Tue May 01 2007 00:00:00 GMT+0200 (Central European Summer Time),Tue May 01 2007 00:00:00 GMT+0200 (Central European Summer Time),,MontSt-Michel Bay-vb8BmG0bZI,4.15,-2.3,,Mont St-Michel Bay,,,salt-marsh,,Pétillon et al. published lycosid traits,Free access,Puzin et al. 2011,"Puzin C, Acou A, Bonte D. & Pétillon J. 2011. Comparison of reproductive traits between two salt-marsh wolf spiders (Araneae, Lycosidae) under different habitat suitability conditions. Animal Biology 61: 127-138.",,5969
241043,urn:lsid:nmbe.ch:spidersp:017583,Arctosa fulvolineata,Lycosidae,Arctosa,fulvolineata,,bodm,Body mass,Morphometry,0.0253,0.0253,Single observation,Female,Adult,,,,mor,Morphometry,May 2007,Tue May 01 2007 00:00:00 GMT+0200 (Central European Summer Time),Tue May 01 2007 00:00:00 GMT+0200 (Central European Summer Time),,MontSt-Michel Bay-vb8BmG0bZI,4.15,-2.3,,Mont St-Michel Bay,,,salt-marsh,,Pétillon et al. published lycosid traits,Free access,Puzin et al. 2011,"Puzin C, Acou A, Bonte D. & Pétillon J. 2011. Comparison of reproductive traits between two salt-marsh wolf spiders (Araneae, Lycosidae) under different habitat suitability conditions. Animal Biology 61: 127-138.",,5972
241044,urn:lsid:nmbe.ch:spidersp:017583,Arctosa fulvolineata,Lycosidae,Arctosa,fulvolineata,,bodm,Body mass,Morphometry,0.0189,0.0189,Single observation,Female,Adult,,,,mor,Morphometry,May 2007,Tue May 01 2007 00:00:00 GMT+0200 (Central European Summer Time),Tue May 01 2007 00:00:00 GMT+0200 (Central European Summer Time),,MontSt-Michel Bay-vb8BmG0bZI,4.15,-2.3,,Mont St-Michel Bay,,,salt-marsh,,Pétillon et al. published lycosid traits,Free access,Puzin et al. 2011,"Puzin C, Acou A, Bonte D. & Pétillon J. 2011. Comparison of reproductive traits between two salt-marsh wolf spiders (Araneae, Lycosidae) under different habitat suitability conditions. Animal Biology 61: 127-138.",,5975
241045,urn:lsid:nmbe.ch:spidersp:017583,Arctosa fulvolineata,Lycosidae,Arctosa,fulvolineata,,bodm,Body mass,Morphometry,0.0242,0.0242,Single observation,Female,Adult,,,,mor,Morphometry,May 2007,Tue May 01 2007 00:00:00 GMT+0200 (Central European Summer Time),Tue May 01 2007 00:00:00 GMT+0200 (Central European Summer Time),,MontSt-Michel Bay-vb8BmG0bZI,4.15,-2.3,,Mont St-Michel Bay,,,salt-marsh,,Pétillon et al. published lycosid traits,Free access,Puzin et al. 2011,"Puzin C, Acou A, Bonte D. & Pétillon J. 2011. Comparison of reproductive traits between two salt-marsh wolf spiders (Araneae, Lycosidae) under different habitat suitability conditions. Animal Biology 61: 127-138.",,5978
241046,urn:lsid:nmbe.ch:spidersp:017583,Arctosa fulvolineata,Lycosidae,Arctosa,fulvolineata,,bodm,Body mass,Morphometry,0.0436,0.0436,Single observation,Female,Adult,,,,mor,Morphometry,May 2007,Tue May 01 2007 00:00:00 GMT+0200 (Central European Summer Time),Tue May 01 2007 00:00:00 GMT+0200 (Central European Summer Time),,MontSt-Michel Bay-vb8BmG0bZI,4.15,-2.3,,Mont St-Michel Bay,,,salt-marsh,,Pétillon et al. published lycosid traits,Free access,Puzin et al. 2011,"Puzin C, Acou A, Bonte D. & Pétillon J. 2011. Comparison of reproductive traits between two salt-marsh wolf spiders (Araneae, Lycosidae) under different habitat suitability conditions. Animal Biology 61: 127-138.",,5981
241047,urn:lsid:nmbe.ch:spidersp:017583,Arctosa fulvolineata,Lycosidae,Arctosa,fulvolineata,,bodm,Body mass,Morphometry,0.0287,0.0287,Single observation,Female,Adult,,,,mor,Morphometry,May 2007,Tue May 01 2007 00:00:00 GMT+0200 (Central European Summer Time),Tue May 01 2007 00:00:00 GMT+0200 (Central European Summer Time),,MontSt-Michel Bay-vb8BmG0bZI,4.15,-2.3,,Mont St-Michel Bay,,,salt-marsh,,Pétillon et al. published lycosid traits,Free access,Puzin et al. 2011,"Puzin C, Acou A, Bonte D. & Pétillon J. 2011. Comparison of reproductive traits between two salt-marsh wolf spiders (Araneae, Lycosidae) under different habitat suitability conditions. Animal Biology 61: 127-138.",,5984
241048,urn:lsid:nmbe.ch:spidersp:017583,Arctosa fulvolineata,Lycosidae,Arctosa,fulvolineata,,bodm,Body mass,Morphometry,0.0434,0.0434,Single observation,Female,Adult,,,,mor,Morphometry,May 2007,Tue May 01 2007 00:00:00 GMT+0200 (Central European Summer Time),Tue May 01 2007 00:00:00 GMT+0200 (Central European Summer Time),,MontSt-Michel Bay-vb8BmG0bZI,4.15,-2.3,,Mont St-Michel Bay,,,salt-marsh,,Pétillon et al. published lycosid traits,Free access,Puzin et al. 2011,"Puzin C, Acou A, Bonte D. & Pétillon J. 2011. Comparison of reproductive traits between two salt-marsh wolf spiders (Araneae, Lycosidae) under different habitat suitability conditions. Animal Biology 61: 127-138.",,5987
241049,urn:lsid:nmbe.ch:spidersp:017583,Arctosa fulvolineata,Lycosidae,Arctosa,fulvolineata,,bodm,Body mass,Morphometry,0.0243,0.0243,Single observation,Female,Adult,,,,mor,Morphometry,May 2007,Tue May 01 2007 00:00:00 GMT+0200 (Central European Summer Time),Tue May 01 2007 00:00:00 GMT+0200 (Central European Summer Time),,MontSt-Michel Bay-vb8BmG0bZI,4.15,-2.3,,Mont St-Michel Bay,,,salt-marsh,,Pétillon et al. published lycosid traits,Free access,Puzin et al. 2011,"Puzin C, Acou A, Bonte D. & Pétillon J. 2011. Comparison of reproductive traits between two salt-marsh wolf spiders (Araneae, Lycosidae) under different habitat suitability conditions. Animal Biology 61: 127-138.",,5990
241050,urn:lsid:nmbe.ch:spidersp:017583,Arctosa fulvolineata,Lycosidae,Arctosa,fulvolineata,,bodm,Body mass,Morphometry,0.0219,0.0219,Single observation,Female,Adult,,,,mor,Morphometry,May 2007,Tue May 01 2007 00:00:00 GMT+0200 (Central European Summer Time),Tue May 01 2007 00:00:00 GMT+0200 (Central European Summer Time),,MontSt-Michel Bay-vb8BmG0bZI,4.15,-2.3,,Mont St-Michel Bay,,,salt-marsh,,Pétillon et al. published lycosid traits,Free access,Puzin et al. 2011,"Puzin C, Acou A, Bonte D. & Pétillon J. 2011. Comparison of reproductive traits between two salt-marsh wolf spiders (Araneae, Lycosidae) under different habitat suitability conditions. Animal Biology 61: 127-138.",,5993
241051,urn:lsid:nmbe.ch:spidersp:017583,Arctosa fulvolineata,Lycosidae,Arctosa,fulvolineata,,bodm,Body mass,Morphometry,0.0146,0.0146,Single observation,Female,Adult,,,,mor,Morphometry,May 2007,Tue May 01 2007 00:00:00 GMT+0200 (Central European Summer Time),Tue May 01 2007 00:00:00 GMT+0200 (Central European Summer Time),,MontSt-Michel Bay-vb8BmG0bZI,4.15,-2.3,,Mont St-Michel Bay,,,salt-marsh,,Pétillon et al. published lycosid traits,Free access,Puzin et al. 2011,"Puzin C, Acou A, Bonte D. & Pétillon J. 2011. Comparison of reproductive traits between two salt-marsh wolf spiders (Araneae, Lycosidae) under different habitat suitability conditions. Animal Biology 61: 127-138.",,5996
241052,urn:lsid:nmbe.ch:spidersp:017583,Arctosa fulvolineata,Lycosidae,Arctosa,fulvolineata,,bodm,Body mass,Morphometry,0.0144,0.0144,Single observation,Female,Adult,,,,mor,Morphometry,May 2007,Tue May 01 2007 00:00:00 GMT+0200 (Central European Summer Time),Tue May 01 2007 00:00:00 GMT+0200 (Central European Summer Time),,MontSt-Michel Bay-vb8BmG0bZI,4.15,-2.3,,Mont St-Michel Bay,,,salt-marsh,,Pétillon et al. published lycosid traits,Free access,Puzin et al. 2011,"Puzin C, Acou A, Bonte D. & Pétillon J. 2011. Comparison of reproductive traits between two salt-marsh wolf spiders (Araneae, Lycosidae) under different habitat suitability conditions. Animal Biology 61: 127-138.",,6002
241053,urn:lsid:nmbe.ch:spidersp:018502,Pardosa purbeckensis,Lycosidae,Pardosa,purbeckensis,,bodm,Body mass,Morphometry,0.0071,0.0071,Single observation,Female,Adult,,,,mor,Morphometry,May 2007,Tue May 01 2007 00:00:00 GMT+0200 (Central European Summer Time),Tue May 01 2007 00:00:00 GMT+0200 (Central European Summer Time),,MontSt-Michel Bay-vb8BmG0bZI,4.15,-2.3,,Mont St-Michel Bay,,,salt-marsh,,Pétillon et al. published lycosid traits,Free access,Puzin et al. 2011,"Puzin C, Acou A, Bonte D. & Pétillon J. 2011. Comparison of reproductive traits between two salt-marsh wolf spiders (Araneae, Lycosidae) under different habitat suitability conditions. Animal Biology 61: 127-138.",,6005
241054,urn:lsid:nmbe.ch:spidersp:018502,Pardosa purbeckensis,Lycosidae,Pardosa,purbeckensis,,bodm,Body mass,Morphometry,0.0093,0.0093,Single observation,Female,Adult,,,,mor,Morphometry,May 2007,Tue May 01 2007 00:00:00 GMT+0200 (Central European Summer Time),Tue May 01 2007 00:00:00 GMT+0200 (Central European Summer Time),,MontSt-Michel Bay-vb8BmG0bZI,4.15,-2.3,,Mont St-Michel Bay,,,salt-marsh,,Pétillon et al. published lycosid traits,Free access,Puzin et al. 2011,"Puzin C, Acou A, Bonte D. & Pétillon J. 2011. Comparison of reproductive traits between two salt-marsh wolf spiders (Araneae, Lycosidae) under different habitat suitability conditions. Animal Biology 61: 127-138.",,6007
241055,urn:lsid:nmbe.ch:spidersp:018502,Pardosa purbeckensis,Lycosidae,Pardosa,purbeckensis,,bodm,Body mass,Morphometry,0.0088,0.0088,Single observation,Female,Adult,,,,mor,Morphometry,May 2007,Tue May 01 2007 00:00:00 GMT+0200 (Central European Summer Time),Tue May 01 2007 00:00:00 GMT+0200 (Central European Summer Time),,MontSt-Michel Bay-vb8BmG0bZI,4.15,-2.3,,Mont St-Michel Bay,,,salt-marsh,,Pétillon et al. published lycosid traits,Free access,Puzin et al. 2011,"Puzin C, Acou A, Bonte D. & Pétillon J. 2011. Comparison of reproductive traits between two salt-marsh wolf spiders (Araneae, Lycosidae) under different habitat suitability conditions. Animal Biology 61: 127-138.",,6010
241056,urn:lsid:nmbe.ch:spidersp:018502,Pardosa purbeckensis,Lycosidae,Pardosa,purbeckensis,,bodm,Body mass,Morphometry,0.0123,0.0123,Single observation,Female,Adult,,,,mor,Morphometry,May 2007,Tue May 01 2007 00:00:00 GMT+0200 (Central European Summer Time),Tue May 01 2007 00:00:00 GMT+0200 (Central European Summer Time),,MontSt-Michel Bay-vb8BmG0bZI,4.15,-2.3,,Mont St-Michel Bay,,,salt-marsh,,Pétillon et al. published lycosid traits,Free access,Puzin et al. 2011,"Puzin C, Acou A, Bonte D. & Pétillon J. 2011. Comparison of reproductive traits between two salt-marsh wolf spiders (Araneae, Lycosidae) under different habitat suitability conditions. Animal Biology 61: 127-138.",,6012
241057,urn:lsid:nmbe.ch:spidersp:018502,Pardosa purbeckensis,Lycosidae,Pardosa,purbeckensis,,bodm,Body mass,Morphometry,0.0078,0.0078,Single observation,Female,Adult,,,,mor,Morphometry,May 2007,Tue May 01 2007 00:00:00 GMT+0200 (Central European Summer Time),Tue May 01 2007 00:00:00 GMT+0200 (Central European Summer Time),,MontSt-Michel Bay-vb8BmG0bZI,4.15,-2.3,,Mont St-Michel Bay,,,salt-marsh,,Pétillon et al. published lycosid traits,Free access,Puzin et al. 2011,"Puzin C, Acou A, Bonte D. & Pétillon J. 2011. Comparison of reproductive traits between two salt-marsh wolf spiders (Araneae, Lycosidae) under different habitat suitability conditions. Animal Biology 61: 127-138.",,6015
